customer_id,year_birth,education,marital_status,income,kidhome,teenhome,dt_customer,recency
8939,1959,graduation,divorced,61250.0,0,1,16-12-2012,49
9925,1981,phd,together,39665.0,1,0,25-05-2013,97
4320,1979,graduation,single,60152.0,0,1,28-03-2013,6
5389,1964,graduation,married,48920.0,0,2,20-10-2013,93
6036,1959,master,together,89120.0,0,0,17-03-2014,78
182,1946,phd,together,44124.0,0,1,11-05-2013,62
203,1975,master,single,81169.0,0,0,14-04-2013,47
11025,1961,graduation,married,36443.0,1,1,03-02-2013,9
10203,1990,graduation,single,26095.0,1,0,30-06-2013,77
4607,1959,graduation,together,71367.0,0,0,23-08-2013,24
3711,1944,master,married,80184.0,0,0,01-03-2014,19
3696,1965,graduation,divorced,30630.0,1,1,27-01-2014,67
2532,1987,master,single,73454.0,0,0,01-03-2014,95
9214,1991,graduation,married,42691.0,0,0,16-08-2013,48
4943,1953,graduation,married,70503.0,0,0,30-09-2012,73
35,1987,graduation,married,25545.0,1,0,08-09-2012,35
2258,1986,graduation,married,32880.0,1,0,04-12-2012,76
4322,1958,phd,together,77863.0,0,0,27-11-2013,20
713,1977,master,married,50353.0,0,0,08-06-2014,72
4702,1964,graduation,single,61839.0,0,0,12-08-2012,20
3281,1960,phd,married,49154.0,1,1,03-11-2013,69
2004,1969,graduation,single,72679.0,0,1,18-09-2013,65
4769,1977,master,together,57954.0,1,1,18-06-2014,52
4437,1962,graduation,married,65316.0,1,1,24-04-2013,65
8724,1982,graduation,single,28567.0,1,0,17-06-2013,57
10741,1951,master,together,47352.0,0,1,11-04-2013,70
1991,1967,graduation,together,44931.0,0,1,18-01-2014,0
6931,1967,graduation,divorced,76982.0,0,0,15-02-2014,19
304,1981,master,single,22944.0,1,0,23-12-2013,67
10591,1969,graduation,widow,43638.0,0,1,06-08-2012,37
5036,1984,phd,single,42710.0,1,0,28-11-2012,38
5547,1982,phd,married,84169.0,0,0,07-08-2013,9
7822,1976,graduation,together,54058.0,0,1,04-06-2013,56
10955,1964,graduation,widow,85620.0,0,0,07-01-2014,68
4368,1980,graduation,married,47850.0,1,0,03-12-2013,72
9671,1968,graduation,married,19514.0,1,1,26-01-2014,47
2256,1973,master,married,27159.0,1,1,29-03-2014,33
5371,1989,graduation,single,21474.0,1,0,08-04-2014,0
9240,1971,phd,single,60504.0,0,1,07-02-2014,73
9460,1963,graduation,married,22419.0,0,0,18-04-2013,74
9504,1949,master,married,81698.0,0,0,06-11-2013,4
8692,1952,graduation,together,43462.0,1,1,12-09-2012,50
448,1978,phd,single,54880.0,1,0,01-03-2013,57
8314,1982,graduation,married,79908.0,0,0,05-04-2013,30
3174,1959,graduation,together,87771.0,0,1,22-05-2013,61
7685,1978,graduation,married,33039.0,1,0,09-09-2013,4
3179,1980,graduation,single,81741.0,0,0,16-06-2013,75
9780,1971,master,together,71499.0,0,1,25-06-2013,12
10232,1963,phd,divorced,48799.0,0,1,05-11-2013,9
4184,1950,phd,together,52157.0,0,1,07-06-2014,48
9120,1962,graduation,single,66565.0,0,1,05-12-2012,80
891,1951,master,together,29298.0,1,1,07-09-2013,60
10381,1979,graduation,single,47691.0,0,1,05-07-2013,43
3525,1970,graduation,together,38200.0,1,1,07-12-2012,19
6818,1974,graduation,married,44989.0,0,1,12-09-2012,26
3526,1968,phd,married,38443.0,1,1,27-01-2014,58
1029,1970,phd,together,64413.0,0,1,01-08-2013,27
7369,1981,master,married,36959.0,1,0,02-10-2013,56
2574,1977,phd,married,61996.0,0,1,31-01-2013,27
8159,1968,graduation,married,51287.0,1,1,01-04-2014,10
1160,1970,graduation,married,13260.0,1,1,23-08-2013,48
10242,1966,phd,together,47472.0,1,1,16-09-2013,39
5253,1956,master,together,54603.0,1,1,09-07-2013,85
5966,1974,phd,married,45207.0,1,1,10-11-2012,64
5314,1951,graduation,together,40689.0,0,1,18-03-2013,69
5123,1951,master,married,27450.0,0,0,15-04-2013,57
5756,1983,graduation,together,39453.0,1,0,03-04-2014,64
9058,1955,graduation,widow,79800.0,0,0,23-09-2012,65
5057,1961,master,married,61794.0,0,1,14-09-2013,74
254,1955,graduation,together,53863.0,0,1,17-05-2014,4
4179,1959,graduation,together,24221.0,0,0,20-08-2013,94
3710,1984,phd,single,39684.0,1,0,12-10-2012,41
7627,1975,master,married,92163.0,0,0,12-12-2012,25
4501,1965,master,single,69882.0,0,0,10-11-2013,94
6424,1977,graduation,together,33178.0,1,0,30-01-2014,9
3075,1972,phd,married,59973.0,0,0,11-09-2013,47
4992,1975,master,together,17459.0,1,0,19-09-2013,12
5252,1969,graduation,divorced,23910.0,1,0,26-10-2012,80
7444,1969,master,married,42169.0,1,1,19-10-2013,20
3537,1981,graduation,together,31089.0,1,0,17-08-2012,57
10277,1961,graduation,single,30081.0,0,1,21-02-2013,27
2453,1960,graduation,together,62807.0,0,1,31-08-2012,83
7972,1955,graduation,single,72906.0,0,0,17-09-2013,79
895,1948,phd,married,61467.0,0,2,09-12-2012,69
1177,1966,master,together,49618.0,1,1,26-01-2013,77
7141,1986,master,single,21888.0,1,0,29-12-2012,15
7232,1973,graduation,widow,42429.0,0,1,11-02-2014,99
8477,1956,graduation,divorced,26150.0,2,1,11-03-2013,61
2457,1975,basic,married,30801.0,0,1,26-10-2012,23
988,1965,graduation,married,81168.0,0,0,07-05-2014,84
7930,1969,master,single,26877.0,0,0,19-08-2013,74
4587,1944,master,widow,45006.0,0,0,18-07-2013,90
6682,1973,basic,married,18978.0,1,0,11-12-2012,41
6222,1967,graduation,married,22574.0,2,1,28-10-2013,28
10299,1969,phd,single,48240.0,0,0,09-11-2012,73
3083,1974,graduation,married,45837.0,1,1,26-07-2013,88
8953,1965,master,single,35791.0,2,1,06-05-2013,94
1503,1976,phd,together,162397.0,1,1,03-06-2013,31
8650,1978,graduation,widow,54162.0,1,1,18-03-2013,31
10862,1960,master,married,30522.0,0,1,17-08-2012,6
2782,1961,phd,married,54456.0,0,1,11-07-2013,23
6941,1971,graduation,single,31632.0,0,0,14-07-2013,92
10972,1949,graduation,widow,72298.0,0,0,10-03-2014,52
3641,1976,graduation,married,13624.0,1,0,20-01-2013,93
10156,1975,graduation,single,84196.0,0,1,03-06-2013,56
4299,1960,graduation,together,70971.0,0,1,21-09-2012,28
3469,1977,phd,divorced,34487.0,1,1,06-09-2012,94
5063,1977,graduation,single,28769.0,1,0,18-12-2012,76
10727,1970,phd,married,69084.0,1,0,19-11-2013,43
9624,1958,phd,together,65488.0,0,0,13-06-2014,46
8923,1973,graduation,single,83917.0,0,0,18-04-2013,12
8461,1962,graduation,divorced,46102.0,2,1,10-03-2014,3
6945,1952,graduation,single,84574.0,0,0,04-06-2013,72
944,1962,graduation,married,56181.0,0,1,08-01-2013,6
1907,1950,master,divorced,63120.0,0,1,28-09-2012,53
701,1971,graduation,married,73691.0,0,1,06-11-2013,58
3856,1960,graduation,together,63381.0,0,1,05-10-2012,78
4149,1948,phd,together,76140.0,0,0,13-05-2014,57
2131,1959,phd,divorced,62859.0,0,1,30-12-2012,37
2942,1964,graduation,single,45906.0,0,1,07-05-2013,20
1173,1947,master,together,77632.0,0,0,10-03-2013,73
4381,1971,phd,married,46463.0,1,1,18-08-2013,56
4611,1970,graduation,together,105471.0,0,0,21-01-2013,36
3376,1970,master,divorced,55282.0,1,0,13-12-2013,9
4679,1977,master,married,78710.0,0,1,23-05-2014,42
10928,1958,graduation,together,66886.0,0,1,16-09-2013,28
4248,1960,master,single,98777.0,0,0,17-02-2014,23
6728,1985,graduation,together,29103.0,1,0,27-08-2012,38
6661,1974,graduation,married,67445.0,0,1,12-08-2012,63
4725,1950,phd,together,50616.0,0,1,13-04-2014,71
3277,1955,graduation,divorced,49431.0,0,1,03-08-2012,9
5555,1975,graduation,divorced,153924.0,0,0,07-02-2014,81
2564,1953,graduation,together,61278.0,0,1,04-01-2014,87
3867,1947,phd,together,73059.0,0,1,31-08-2013,36
6940,1966,phd,single,46734.0,1,2,21-10-2013,86
55,1963,graduation,together,56253.0,0,1,07-12-2012,83
7093,1985,graduation,married,19986.0,1,0,14-11-2013,74
5084,1975,graduation,widow,58330.0,0,1,25-12-2013,87
1777,1980,basic,married,25965.0,0,0,07-09-2012,29
8162,1956,master,together,14661.0,0,0,01-01-2013,88
10826,1959,graduation,married,18690.0,0,0,28-12-2012,77
8754,1974,phd,together,45068.0,0,1,16-05-2013,25
1987,1987,basic,single,21063.0,1,0,25-09-2013,34
11007,1968,phd,married,29187.0,1,0,09-05-2013,43
9153,1964,phd,married,59304.0,0,1,29-07-2013,81
10379,1962,master,single,59247.0,0,2,08-11-2013,87
9204,1970,graduation,widow,66731.0,0,1,12-09-2012,33
3197,1980,graduation,married,77353.0,0,1,16-12-2013,38
2920,1975,phd,single,52614.0,0,1,01-12-2012,63
6961,1974,graduation,married,26751.0,2,0,22-05-2014,26
4673,1963,phd,married,81300.0,0,1,30-10-2012,17
9937,1979,graduation,single,70337.0,0,0,02-01-2014,75
9596,1980,phd,single,65295.0,0,0,23-12-2013,19
2891,1963,graduation,divorced,68118.0,0,1,18-10-2013,51
4910,1967,graduation,divorced,68743.0,0,0,30-08-2012,81
10120,1955,graduation,together,38946.0,0,1,24-10-2013,84
6327,1967,graduation,together,65777.0,0,0,19-12-2013,87
10142,1976,phd,divorced,66476.0,0,1,07-03-2013,99
9826,1972,phd,single,86857.0,0,0,12-09-2012,96
1501,1982,phd,married,160803.0,0,0,04-08-2012,21
10767,1989,phd,together,77845.0,0,0,16-05-2014,40
7279,1969,phd,together,69476.0,0,0,30-09-2013,3
7230,1960,phd,divorced,50611.0,0,1,04-10-2012,98
143,1970,graduation,single,61209.0,0,0,25-08-2013,73
450,1958,master,together,42315.0,0,1,12-07-2013,90
9316,1952,basic,together,13084.0,0,0,02-11-2013,29
6379,1949,master,widow,47570.0,1,1,29-05-2013,3
9239,1961,master,married,61923.0,0,2,26-07-2013,94
8315,1995,graduation,single,34824.0,0,0,26-03-2014,65
2868,1949,phd,single,26518.0,1,1,08-04-2013,33
10888,1961,graduation,single,45938.0,0,0,03-11-2013,46
1277,1960,graduation,together,78468.0,0,0,09-04-2014,29
9977,1973,graduation,divorced,78901.0,0,1,17-09-2013,99
10196,1978,graduation,married,71427.0,2,0,12-03-2014,26
6384,1978,graduation,divorced,71022.0,0,1,11-02-2014,30
8029,1988,master,single,90247.0,0,0,29-04-2014,27
968,1968,master,divorced,41335.0,1,0,26-12-2013,24
6988,1986,graduation,married,71952.0,1,0,10-01-2013,93
4472,1970,phd,divorced,35682.0,1,0,27-06-2014,34
6991,1951,graduation,divorced,43185.0,0,1,10-04-2013,88
3336,1948,phd,together,66375.0,0,1,21-11-2013,96
4301,1971,master,married,35178.0,1,0,10-01-2013,10
1940,1986,graduation,married,25252.0,1,0,12-07-2013,26
1272,1965,master,single,55250.0,0,1,21-10-2012,49
1388,1975,graduation,single,33249.0,1,0,20-02-2013,11
1044,1953,graduation,together,58398.0,0,0,14-05-2013,44
6969,1982,graduation,together,50272.0,1,0,07-08-2013,75
10479,1975,phd,married,76618.0,0,0,07-12-2012,64
1715,1978,graduation,together,25851.0,1,0,11-02-2013,45
10159,1970,graduation,divorced,58710.0,0,1,31-03-2013,77
1463,1958,graduation,single,45160.0,1,1,29-03-2014,9
5114,1965,master,married,74806.0,0,1,19-12-2012,1
4990,1954,graduation,married,59111.0,0,0,02-05-2013,90
4329,1984,phd,married,18988.0,1,0,23-05-2014,43
10936,1965,graduation,married,72190.0,0,0,13-02-2013,79
4692,1976,graduation,married,7500.0,1,0,01-08-2012,19
7212,1966,graduation,married,44794.0,0,1,08-06-2014,99
6086,1955,graduation,married,80395.0,0,0,23-11-2013,62
437,1976,master,divorced,75012.0,0,0,25-01-2014,41
11171,1965,master,married,56962.0,2,1,11-10-2013,60
11101,1991,graduation,together,89891.0,0,0,15-04-2013,17
5329,1949,phd,divorced,35946.0,1,1,27-09-2013,24
610,1953,phd,together,53593.0,1,1,07-08-2012,60
9384,1978,graduation,married,66373.0,1,1,12-06-2013,57
5956,1948,phd,divorced,45072.0,1,2,16-10-2013,74
10430,1973,graduation,divorced,89694.0,1,1,09-10-2013,22
7875,1949,graduation,married,72025.0,0,0,29-04-2014,46
7072,1973,graduation,married,67432.0,0,1,29-03-2013,69
6255,1952,master,together,70545.0,0,1,03-06-2014,29
6516,1989,basic,married,17487.0,1,0,18-03-2013,37
5564,1969,graduation,together,62882.0,0,1,09-08-2012,26
5682,1953,phd,single,64108.0,0,1,23-03-2013,8
7458,1956,master,together,34941.0,1,1,06-03-2013,26
5237,1950,phd,single,48767.0,1,2,01-01-2014,79
5278,1964,graduation,married,82224.0,0,0,25-01-2014,83
3560,1952,graduation,together,83844.0,0,0,12-05-2013,57
10548,1995,graduation,single,71163.0,0,0,09-03-2014,30
2281,1970,graduation,single,33697.0,1,0,15-09-2013,34
6974,1972,phd,together,83443.0,0,0,31-12-2013,89
7938,1958,phd,together,51518.0,0,1,03-10-2013,92
7094,1975,graduation,widow,58330.0,0,1,25-12-2013,87
3667,1969,graduation,married,80952.0,0,0,28-02-2013,20
7723,1979,graduation,together,75507.0,0,0,02-05-2014,56
4012,1972,phd,together,62220.0,0,1,11-08-2012,55
5909,1964,graduation,married,58512.0,0,1,19-09-2013,25
10470,1979,master,married,40662.0,1,0,15-03-2013,0
6488,1959,phd,married,38829.0,0,1,06-04-2014,86
6887,1967,graduation,single,79146.0,1,1,24-04-2014,33
6406,1988,master,married,78285.0,0,0,28-10-2013,13
7573,1978,phd,single,31626.0,1,0,10-05-2013,12
4508,1952,graduation,single,75127.0,0,0,22-05-2014,92
221,1955,graduation,married,48726.0,0,1,27-04-2013,90
5331,1977,graduation,married,74985.0,0,0,11-09-2012,8
1911,1987,graduation,together,67430.0,0,0,05-09-2012,6
8786,1956,master,married,62058.0,0,1,26-05-2013,52
10582,1979,graduation,married,72063.0,0,1,03-07-2013,3
1915,1951,phd,married,78939.0,0,0,12-12-2013,57
8897,1965,graduation,single,42720.0,1,1,24-04-2013,9
2371,1972,graduation,married,33622.0,1,1,13-04-2013,22
4303,1957,phd,together,6835.0,0,1,08-12-2012,76
6825,1953,graduation,together,41452.0,1,1,06-03-2013,86
1072,1965,phd,single,40760.0,0,1,30-08-2013,64
4964,1958,phd,together,74250.0,0,0,26-01-2014,90
2461,1955,master,single,51124.0,1,1,18-12-2013,79
10736,1971,graduation,single,72258.0,0,1,12-09-2013,28
3194,1974,phd,single,71466.0,0,0,05-04-2014,86
10839,1976,graduation,together,36283.0,1,1,14-04-2014,42
49,1970,graduation,single,20587.0,1,0,11-05-2014,39
4290,1972,graduation,married,30467.0,1,0,19-03-2014,8
10219,1972,graduation,together,31590.0,1,0,18-06-2013,40
4211,1986,basic,married,20425.0,1,0,29-10-2012,5
1135,1960,master,together,17144.0,1,1,15-02-2014,96
6299,1968,phd,divorced,42564.0,0,1,02-01-2013,28
10846,1978,master,married,43783.0,1,0,29-05-2014,22
347,1976,graduation,divorced,40780.0,0,1,08-09-2012,30
6543,1945,master,together,62847.0,0,0,15-01-2013,45
10446,1957,phd,married,82017.0,0,0,07-11-2012,58
3479,1950,graduation,single,16813.0,0,0,19-07-2013,49
11075,1978,graduation,married,51267.0,1,1,29-10-2013,37
4442,1961,graduation,single,46524.0,0,1,05-04-2013,70
199,1962,master,single,45183.0,0,0,20-01-2013,33
6722,1954,phd,married,70421.0,0,1,28-06-2014,98
3749,1973,graduation,together,73926.0,0,0,02-03-2013,54
8523,1968,graduation,married,19329.0,1,0,14-12-2013,39
310,1970,master,married,61872.0,0,1,13-12-2013,81
8629,1956,graduation,widow,46984.0,1,1,26-03-2013,71
236,1951,graduation,married,34838.0,1,1,19-01-2013,62
9930,1944,phd,single,82716.0,0,0,05-11-2013,8
3483,1958,graduation,married,48192.0,0,0,06-04-2013,76
4599,1976,master,married,49681.0,0,2,04-11-2013,66
7326,1971,master,married,56850.0,0,1,23-03-2014,83
7352,1957,graduation,married,55267.0,0,1,21-10-2013,28
2350,1972,graduation,married,59666.0,1,1,22-03-2013,87
9145,1972,graduation,single,72504.0,0,1,06-04-2013,43
2964,1981,graduation,married,26872.0,0,0,16-10-2013,0
5585,1972,graduation,single,21359.0,1,0,20-04-2013,1
9687,1975,graduation,single,73170.0,0,0,31-05-2014,1
3732,1955,master,married,52750.0,0,1,04-02-2013,72
6303,1986,phd,together,91820.0,0,0,23-11-2013,72
11176,1970,phd,together,65968.0,0,1,12-05-2014,12
2986,1976,graduation,married,30772.0,1,1,12-03-2014,89
7462,1954,graduation,single,22507.0,0,0,24-11-2012,67
3900,1972,graduation,married,65685.0,0,1,29-03-2014,54
9493,1980,phd,single,76412.0,0,0,05-05-2013,15
1143,1972,graduation,married,22063.0,1,0,08-08-2013,43
1,1961,graduation,single,57091.0,0,0,15-06-2014,0
3855,1963,graduation,married,22419.0,0,0,18-04-2013,74
5536,1959,graduation,together,87771.0,0,1,22-05-2013,61
9499,1954,graduation,married,93404.0,1,2,07-05-2013,97
6768,1962,graduation,divorced,37859.0,1,2,12-01-2013,75
2150,1958,phd,widow,80995.0,0,1,11-05-2013,83
6646,1984,graduation,together,16529.0,1,0,01-03-2014,23
4887,1976,phd,divorced,55412.0,1,1,22-11-2013,65
8560,1992,graduation,single,48789.0,0,0,10-09-2012,94
3321,1967,phd,together,56575.0,0,2,05-05-2013,42
10402,1967,graduation,married,35441.0,1,1,14-02-2013,94
9904,1956,graduation,married,71391.0,0,1,29-03-2013,50
6141,1972,master,single,49494.0,1,0,25-04-2013,46
5687,1980,graduation,divorced,81702.0,0,0,23-09-2012,98
5121,1977,graduation,single,56628.0,0,1,21-03-2014,30
4186,1950,graduation,together,34026.0,1,1,05-08-2013,11
368,1974,graduation,married,40049.0,0,1,29-11-2012,61
3312,1988,graduation,single,34176.0,1,0,12-05-2014,12
11121,1981,graduation,married,19419.0,1,0,10-11-2012,76
5848,1970,graduation,together,81205.0,0,0,13-01-2014,43
5935,1956,master,single,55284.0,0,1,24-12-2012,60
2895,1963,graduation,single,49980.0,0,1,23-10-2013,79
10262,1980,graduation,married,15072.0,2,0,10-05-2013,96
7848,1974,graduation,single,49166.0,0,1,13-06-2013,17
9477,1954,phd,married,65324.0,0,1,11-01-2014,0
7186,1966,phd,together,30843.0,1,1,26-05-2014,43
5794,1974,phd,married,46374.0,0,1,17-03-2014,1
1456,1979,graduation,single,60474.0,0,1,01-04-2013,25
4877,1973,master,married,38576.0,0,1,04-03-2014,2
425,1985,graduation,married,55357.0,2,0,19-02-2013,66
3007,1966,graduation,together,37758.0,1,1,04-10-2012,49
4297,1969,graduation,together,23228.0,1,0,26-01-2014,71
807,1969,master,together,44602.0,1,1,15-02-2014,35
9553,1987,graduation,married,7500.0,0,0,09-01-2013,94
2036,1973,phd,together,57906.0,0,1,11-06-2013,29
115,1966,master,single,43456.0,0,1,26-03-2013,0
4259,1986,master,single,19485.0,2,0,24-09-2013,80
8687,1978,graduation,together,53172.0,0,1,06-05-2013,54
2447,1979,graduation,together,30545.0,1,0,17-10-2012,71
10140,1983,phd,together,70123.0,0,0,28-09-2013,27
9353,1959,graduation,single,62450.0,0,1,06-01-2014,61
3623,1976,graduation,together,21675.0,1,0,11-06-2014,55
7631,1978,master,together,61346.0,1,0,06-10-2013,34
4789,1953,graduation,together,80812.0,0,0,17-09-2013,95
773,1971,master,divorced,42835.0,1,1,30-06-2013,64
10602,1983,graduation,married,39922.0,1,0,14-02-2013,30
1446,1956,master,single,86424.0,0,0,05-04-2014,12
8443,1972,graduation,single,24762.0,1,0,10-02-2014,16
9653,1975,graduation,married,35797.0,0,1,16-10-2012,16
8916,1975,graduation,divorced,36627.0,2,0,23-07-2013,78
5830,1972,phd,single,86857.0,0,0,12-09-2012,96
4597,1970,phd,together,82072.0,0,0,02-07-2013,67
7023,1953,phd,single,46231.0,2,1,26-11-2012,87
8086,1959,graduation,married,42243.0,1,1,11-12-2013,34
8825,1962,graduation,together,51195.0,1,1,01-04-2013,46
2930,1978,master,single,68092.0,0,0,16-12-2013,7
1928,1973,graduation,married,31814.0,1,0,09-02-2013,73
7108,1965,master,widow,51390.0,1,1,08-09-2012,54
10925,1983,graduation,married,76630.0,0,0,14-01-2014,93
9960,1991,basic,single,26868.0,1,0,30-04-2014,52
8800,1943,phd,divorced,48948.0,0,0,01-02-2013,53
9224,1972,phd,single,55260.0,0,1,12-12-2012,81
5519,1956,graduation,together,64090.0,0,1,07-08-2013,8
5046,1958,graduation,divorced,78331.0,0,1,23-01-2014,97
7037,1974,phd,married,37087.0,1,0,11-08-2013,50
905,1986,graduation,divorced,21846.0,1,0,22-10-2013,38
8624,1958,graduation,married,81320.0,0,0,06-02-2013,61
8945,1970,graduation,divorced,54137.0,0,1,16-08-2013,46
6445,1967,graduation,together,66825.0,0,0,14-07-2013,73
2727,1973,graduation,together,57100.0,0,0,04-12-2013,19
6404,1969,graduation,together,58917.0,1,2,24-03-2013,10
11074,1977,graduation,single,85072.0,0,0,09-04-2014,94
10150,1961,graduation,single,86429.0,0,0,21-11-2013,10
1968,1971,graduation,widow,45684.0,1,0,02-12-2013,37
6534,1974,graduation,together,47889.0,1,0,04-01-2014,94
9485,1986,phd,married,45921.0,0,0,10-03-2014,23
7053,1966,phd,single,78420.0,0,0,29-06-2013,75
4654,1992,graduation,together,75114.0,0,0,07-11-2013,40
9760,1963,phd,widow,52278.0,0,1,25-01-2013,24
1048,1972,master,married,35641.0,1,0,14-07-2013,11
10619,1994,graduation,single,95529.0,0,0,03-12-2012,29
9308,1954,graduation,married,62820.0,0,0,11-05-2013,51
10505,1960,master,together,73113.0,0,0,26-12-2013,86
8362,1982,phd,married,84169.0,0,0,07-08-2013,9
4637,1954,phd,single,74637.0,0,0,18-05-2013,73
9972,1955,phd,together,46015.0,1,1,13-04-2014,25
4483,1993,graduation,single,72354.0,0,0,17-04-2013,67
4487,1969,master,single,39858.0,1,0,24-01-2013,67
4988,1948,phd,married,34469.0,1,1,04-05-2014,58
8931,1986,graduation,together,83033.0,1,0,18-05-2014,82
5871,1979,master,together,24401.0,0,0,31-08-2012,98
2008,1978,graduation,married,77583.0,0,0,10-02-2014,93
10037,1993,graduation,single,74293.0,0,0,04-05-2014,66
10673,1976,phd,married,68397.0,0,1,17-11-2013,6
5303,1974,phd,together,79632.0,0,0,08-04-2014,42
538,1989,graduation,single,46107.0,1,0,10-02-2014,78
7922,1951,phd,single,64950.0,0,1,12-08-2012,29
5692,1989,basic,married,25443.0,1,0,22-12-2012,82
4843,1952,graduation,single,75127.0,0,0,22-05-2014,92
6383,1971,phd,together,32892.0,1,0,25-05-2014,78
1628,1971,graduation,together,71796.0,0,0,24-10-2013,54
1204,1970,phd,married,67536.0,0,1,22-05-2013,45
3673,1971,graduation,single,55239.0,0,1,14-07-2013,59
760,1975,phd,divorced,60554.0,1,0,09-08-2013,8
4128,1962,phd,together,56067.0,0,1,20-07-2013,51
6810,1983,graduation,divorced,82025.0,0,0,28-05-2013,76
5386,1953,graduation,together,94384.0,0,0,04-03-2013,62
8700,1986,basic,single,14906.0,0,0,22-12-2012,86
3202,1987,phd,married,51563.0,0,0,01-10-2012,60
8405,1979,graduation,divorced,68274.0,1,1,30-09-2013,83
6515,1977,graduation,together,39771.0,1,0,06-12-2013,92
7574,1979,phd,together,27922.0,1,0,10-05-2014,80
6387,1976,phd,together,52190.0,1,1,08-05-2014,39
5320,1973,master,divorced,44051.0,1,1,29-01-2013,20
5048,1971,phd,single,42767.0,2,0,11-05-2013,53
8146,1976,master,together,46106.0,1,1,11-05-2014,84
10031,1976,phd,married,16927.0,1,1,10-02-2013,50
5748,1965,graduation,married,59754.0,0,1,01-12-2012,96
2134,1952,graduation,single,53700.0,0,1,17-08-2012,94
1523,1973,graduation,married,59041.0,1,1,07-05-2014,25
9665,1957,phd,divorced,54237.0,0,1,27-04-2013,48
4640,1967,graduation,divorced,70647.0,0,1,21-09-2012,65
3635,1962,phd,single,52597.0,0,1,07-05-2014,69
3547,1969,master,together,41021.0,1,0,30-12-2012,12
2456,1975,phd,married,40233.0,0,1,14-10-2013,84
5633,1980,graduation,married,50183.0,1,1,25-06-2014,47
7801,1959,graduation,together,54753.0,0,1,12-09-2013,87
10489,1973,graduation,married,92955.0,0,0,19-08-2013,35
7011,1973,graduation,married,33471.0,1,0,12-10-2012,47
2620,1974,phd,married,34596.0,1,0,13-04-2013,48
3933,1980,graduation,together,44010.0,1,0,13-10-2012,46
10981,1988,graduation,married,84219.0,0,0,02-02-2014,27
1734,1968,phd,together,40706.0,2,1,17-01-2013,37
9209,1971,master,together,80573.0,0,0,14-10-2012,85
10286,1962,graduation,married,83715.0,0,0,03-02-2014,2
2611,1959,master,together,82576.0,0,0,01-08-2012,66
1600,1965,master,married,56962.0,2,1,11-10-2013,60
3308,1952,graduation,married,35704.0,1,1,03-01-2014,54
5407,1954,graduation,together,53103.0,0,1,12-09-2013,70
3955,1965,graduation,divorced,4861.0,0,0,22-06-2014,20
6634,1979,master,divorced,33462.0,1,0,07-08-2013,78
3056,1978,graduation,divorced,63693.0,0,1,14-10-2013,63
5718,1950,graduation,married,80763.0,0,0,15-08-2013,17
6872,1974,phd,married,65352.0,0,1,21-08-2013,43
8164,1978,phd,married,82170.0,0,0,25-11-2013,13
4580,1969,graduation,married,75759.0,0,0,25-10-2013,46
453,1956,phd,widow,35340.0,1,1,29-06-2014,1
8545,1954,graduation,divorced,85683.0,0,0,21-03-2014,6
7378,1981,master,together,42021.0,1,0,31-08-2012,34
7646,1989,graduation,single,64449.0,1,0,18-02-2014,70
1640,1954,graduation,divorced,64587.0,1,1,22-06-2014,49
5184,1995,graduation,single,34824.0,0,0,26-03-2014,65
8492,1978,graduation,together,75437.0,0,0,09-11-2013,25
11188,1957,graduation,together,26091.0,1,1,25-02-2014,84
1212,1973,graduation,married,52845.0,1,0,13-08-2013,7
9097,1956,graduation,divorced,46086.0,0,1,03-11-2013,34
10473,1956,phd,widow,78028.0,0,1,10-09-2012,38
7962,1987,phd,single,95169.0,0,0,09-10-2013,1
5527,1987,graduation,together,22434.0,1,0,13-02-2013,25
6374,1954,phd,married,36930.0,0,1,17-05-2013,50
7453,1954,graduation,single,36130.0,0,1,02-02-2013,46
8952,1953,master,married,65569.0,0,1,05-11-2012,96
241,1952,graduation,together,83844.0,0,0,12-05-2013,57
8975,1968,graduation,married,19514.0,1,1,26-01-2014,47
6119,1963,phd,single,36736.0,1,1,10-05-2013,52
5236,1979,graduation,together,77568.0,0,1,25-08-2012,30
5723,1976,phd,together,49187.0,0,1,11-01-2014,63
1710,1978,graduation,single,30168.0,1,0,07-03-2013,51
1970,1968,master,together,34053.0,0,1,10-09-2012,14
5313,1971,master,married,38196.0,1,1,18-04-2014,20
10634,1951,master,married,59412.0,0,0,19-04-2014,56
8562,1969,graduation,together,54165.0,0,0,28-05-2013,72
3158,1973,graduation,married,32300.0,1,0,03-01-2013,1
4436,1976,graduation,single,20180.0,0,0,20-02-2013,27
5287,1973,graduation,married,34961.0,1,0,19-06-2014,77
2445,1974,phd,together,28440.0,1,0,07-07-2013,87
6059,1953,phd,together,64504.0,1,2,04-03-2013,81
4550,1966,master,together,33564.0,0,1,24-06-2014,51
4240,1978,graduation,married,17345.0,1,0,03-11-2012,79
8911,1967,phd,married,56320.0,0,1,08-04-2013,11
3706,1978,graduation,single,28647.0,1,0,21-08-2013,54
3628,1987,basic,single,15038.0,1,0,29-01-2013,93
10175,1958,phd,divorced,32173.0,0,1,01-08-2013,0
5204,1971,graduation,together,74538.0,0,0,29-06-2013,21
9220,1971,graduation,single,91700.0,0,0,17-01-2013,58
9888,1969,graduation,together,68695.0,0,0,25-06-2014,3
1020,1973,graduation,married,79593.0,0,0,12-05-2014,70
